MSA_NUM,MSA_NAME,EDU_TOTAL,EDU_10,EDU_12,EDU_14,EDU_16
44220,"Springfield, OH Metro Area",70491,8348,25500,23473,13170
44260,"Starkville, MS Micro Area",19638,1757,3557,5176,9148
44300,"State College, PA Metro Area",68222,3731,20384,14844,29263
44340,"Statesboro, GA Micro Area",30847,3667,9515,9179,8486
44380,"Statesville-Mooresville, NC Micro Area",86342,10762,23187,29923,22470
44420,"Staunton-Waynesboro, VA Micro Area",63534,7824,25788,14842,15080
44500,"Stephenville, TX Micro Area",17313,2787,4907,5166,4453
44540,"Sterling, CO Micro Area",11540,1294,3959,4492,1795
44580,"Sterling, IL Micro Area",29879,2459,10668,11473,5279
44600,"Steubenville-Weirton, OH-WV Metro Area",64918,4898,26762,21499,11759
44620,"Stevens Point, WI Micro Area",34820,2035,11507,11098,10180
44660,"Stillwater, OK Micro Area",33858,2718,8454,9535,13151
44700,"Stockton, CA Metro Area",347101,74730,89163,118730,64478
44740,"Storm Lake, IA Micro Area",9779,2421,2517,2823,2018
44780,"Sturgis, MI Micro Area",31283,4437,11607,10608,4631
44860,"Sulphur Springs, TX Micro Area",17886,3407,6203,5562,2714
44900,"Summerville, GA Micro Area",14214,4493,5232,3312,1177
44940,"Sumter, SC Metro Area",54800,7891,17358,19561,9990
44980,"Sunbury, PA Micro Area",50722,4814,25586,11628,8694
45000,"Susanville, CA Micro Area",21376,4429,5170,9079,2698
45060,"Syracuse, NY Metro Area",343524,30168,98176,107861,107319
45140,"Tahlequah, OK Micro Area",22792,2955,6563,7732,5542
45180,"Talladega-Sylacauga, AL Micro Area",43894,8091,16356,14007,5440
45220,"Tallahassee, FL Metro Area",186382,17363,44170,55174,69675
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",1493355,159629,432782,486916,414028
45340,"Taos, NM Micro Area",17946,1733,4859,6310,5044
45380,"Taylorville, IL Micro Area",18113,1666,7668,6160,2619
45460,"Terre Haute, IN Metro Area",89258,10630,32104,28969,17555
45500,"Texarkana, TX-Texarkana, AR Metro Area",71685,8135,26872,24233,12445
45520,"The Dalles, OR Micro Area",12812,1988,3216,5173,2435
45540,"The Villages, FL Micro Area",40430,6206,13674,12837,7713
45580,"Thomaston, GA Micro Area",13902,3056,5173,4348,1325
45620,"Thomasville, GA Micro Area",23047,3523,8398,7429,3697
45640,"Thomasville-Lexington, NC Micro Area",87920,15075,28713,27128,17004
45660,"Tiffin, OH Micro Area",28623,2307,12422,9281,4613
45700,"Tifton, GA Micro Area",20071,3704,6211,6137,4019
45740,"Toccoa, GA Micro Area",12977,1646,5792,3587,1952
45780,"Toledo, OH Metro Area",335835,29316,102632,118525,85362
45820,"Topeka, KS Metro Area",122188,9646,37942,39621,34979
45860,"Torrington, CT Micro Area",104612,6429,29404,32304,36475
45900,"Traverse City, MI Micro Area",78089,5592,23404,27679,21414
45940,"Trenton-Ewing, NJ Metro Area",197443,21017,50217,46242,79967
45980,"Troy, AL Micro Area",14829,2560,5312,3585,3372
46020,"Truckee-Grass Valley, CA Micro Area",53358,2683,10856,22492,17327
46060,"Tucson, AZ Metro Area",498130,59363,109360,184258,145149
46100,"Tullahoma, TN Micro Area",51173,7769,20054,13880,9470
46140,"Tulsa, OK Metro Area",494730,50960,140861,168845,134064
46180,"Tupelo, MS Micro Area",70978,12328,21136,24204,13310
46220,"Tuscaloosa, AL Metro Area",106868,13233,32749,32178,28708
46260,"Tuskegee, AL Micro Area",9855,1699,2783,3553,1820
46300,"Twin Falls, ID Micro Area",49191,9481,13336,17945,8429
46340,"Tyler, TX Metro Area",104550,15132,26142,37134,26142
46380,"Ukiah, CA Micro Area",46915,6740,12010,18515,9650
46420,"Union, SC Micro Area",14937,2773,5463,4559,2142
46460,"Union City, TN-KY Micro Area",19972,3416,8256,5174,3126
46500,"Urbana, OH Micro Area",20744,2050,8827,6233,3634
46540,"Utica-Rome, NY Metro Area",155124,15819,46932,53911,38462
46620,"Uvalde, TX Micro Area",12175,3187,2550,4211,2227
46660,"Valdosta, GA Metro Area",68472,10525,21491,22252,14204
46700,"Vallejo-Fairfield, CA Metro Area",226226,26834,54502,90508,54382
46740,"Valley, AL Micro Area",17757,3736,5989,5589,2443
46780,"Van Wert, OH Micro Area",14646,1036,6644,4487,2479
46860,"Vernal, UT Micro Area",16024,1591,6123,5715,2595
46980,"Vicksburg, MS Micro Area",25480,3465,7349,8215,6451
47020,"Victoria, TX Metro Area",59519,10396,18318,21507,9298
47080,"Vidalia, GA Micro Area",18047,3374,7376,4475,2822
47180,"Vincennes, IN Micro Area",19004,2578,6856,6686,2884
47220,"Vineland-Millville-Bridgeton, NJ Metro Area",84571,17375,33339,21315,12542
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",890647,74445,223534,328911,263757
47300,"Visalia-Porterville, CA Metro Area",211712,65913,51153,66073,28573
47340,"Wabash, IN Micro Area",15904,1822,6742,4598,2742
47380,"Waco, TX Metro Area",113413,18581,30230,38650,25952
47420,"Wahpeton, ND-MN Micro Area",11651,563,2862,5535,2691
47460,"Walla Walla, WA Micro Area",29419,3124,6558,13004,6733
47500,"Walterboro, SC Micro Area",19398,3835,7162,5838,2563
47540,"Wapakoneta, OH Micro Area",23780,1196,9684,8252,4648
47580,"Warner Robins, GA Metro Area",76836,7674,19522,30337,19303
47620,"Warren, PA Micro Area",22218,1587,9970,6118,4543
47660,"Warrensburg, MO Micro Area",24762,1853,7082,9702,6125
47700,"Warsaw, IN Micro Area",40013,5561,14382,11442,8628
47780,"Washington, IN Micro Area",15336,3632,5619,4060,2025
47820,"Washington, NC Micro Area",24424,4044,7342,8428,4610
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",3247811,291824,596421,763539,1596027
47920,"Washington Court House, OH Micro Area",15230,2193,6385,4426,2226
47940,"Waterloo-Cedar Falls, IA Metro Area",81895,6773,24917,26796,23409
47980,"Watertown, SD Micro Area",16588,1102,5978,5614,3894
48020,"Watertown-Fort Atkinson, WI Micro Area",44276,3061,15089,15475,10651
48060,"Watertown-Fort Drum, NY Micro Area",60161,5987,20567,21305,12302
48100,"Wauchula, FL Micro Area",13020,4929,4321,2578,1192
48140,"Wausau, WI Metro Area",71602,4681,26319,23567,17035
48180,"Waycross, GA Micro Area",27990,4835,11773,7431,3951
48220,"Weatherford, OK Micro Area",12906,1919,4156,3451,3380
48300,"Wenatchee-East Wenatchee, WA Metro Area",57126,10672,15863,18996,11595
48460,"West Plains, MO Micro Area",20144,1982,7908,6294,3960
48500,"West Point, MS Micro Area",10343,1921,3124,3235,2063
48540,"Wheeling, WV-OH Metro Area",78807,6798,30392,25442,16175
48580,"Whitewater, WI Micro Area",52820,5022,16565,17801,13432
48620,"Wichita, KS Metro Area",322294,32063,82860,112351,95020
48660,"Wichita Falls, TX Metro Area",75911,10108,24792,25705,15306
48700,"Williamsport, PA Metro Area",60618,5834,25027,17326,12431
48740,"Willimantic, CT Micro Area",63921,6123,24237,18676,14885
48780,"Williston, ND Micro Area",13251,1018,3158,6369,2706
48820,"Willmar, MN Micro Area",21220,2054,5518,8772,4876
48900,"Wilmington, NC Metro Area",196864,20466,47222,67358,61818
48940,"Wilmington, OH Micro Area",21820,2357,9262,6901,3300
48980,"Wilson, NC Micro Area",42467,7953,13913,12741,7860
49020,"Winchester, VA-WV Metro Area",70003,8912,23739,18715,18637
49060,"Winfield, KS Micro Area",17680,2008,4474,7638,3560
49100,"Winona, MN Micro Area",23601,1728,6974,8279,6620
49180,"Winston-Salem, NC Metro Area",253961,32105,70940,76596,74320
49260,"Woodward, OK Micro Area",10673,1436,3885,2945,2407
49300,"Wooster, OH Micro Area",56966,7419,23098,13751,12698
49340,"Worcester, MA Metro Area",435253,35600,115255,125126,159272
49380,"Worthington, MN Micro Area",10627,2023,3369,3498,1737
49420,"Yakima, WA Metro Area",117628,33387,30685,35144,18412
49460,"Yankton, SD Micro Area",12186,1128,4430,3430,3198
49540,"Yazoo City, MS Micro Area",15168,3458,5494,4427,1789
49620,"York-Hanover, PA Metro Area",236016,20041,96183,62684,57108
49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",291988,24443,117040,87433,63072
49700,"Yuba City, CA Metro Area",84126,17219,19874,33240,13793
49740,"Yuma, AZ Metro Area",89662,23440,20103,32297,13822
49780,"Zanesville, OH Micro Area",44545,4639,18925,14209,6772
